"native","primary","early_language","general_1","general_2","stigma_resp_1","stigma_dist_1","stigma_resp_2","stigma_dist_2","stigma_dist_3","stigma_danger","check","stertyp_cmptition_1","stertyp_cmptition_2","concept_1","concept_2","concept_3","stertyp_comp_1","stertyp_warm_1","stertyp_status_1","stertyp_warm_2","stertyp_status_2","stertyp_comp_2","donate_1","donate_2","donate_3","familiar_1","familiar_2","like","like_fr","offens","offens_fr","impression_1","impression_2","impression_3","impression_3_4_TEXT","control_like","control_often","control_preference","empathy_1","empathy_2","empathy_3","political_social","political_econ","experience_1","experience_2","experience_3","demo_age","demo_gender","demo_education","demo_income","SliderOverlapValue","label","ppt_ID"
1,1,1,"Homeless people to me are people who live on the street with no shelter.","This person is sad.  They are probably cold.  They are ashamed and humble.",3,1,5,5,5,3,2,1,1,4,4,4,3,4,4,4,1,1,35,35,30,3,1,2,"People think bad of others who are ""homeless"".",2,"Because it doesn't necessarily mean they are homeless and intend to stay that way.","I don't perceive anything about someone who uses that term.","I don't perceive anything about that person other than they are trying to explain the situation of someone else.",2,NA,4,9,3,4,4,1,1,1,NA,NA,1,46,2,4,4,49,"the homeless",123
1,1,1,"unfortunate people who have been failed by society","this person is a normal person without a home, likely tired",2,3,4,3,3,3,2,2,2,3,3,3,3,3,2,2,1,2,35,35,30,2,3,1,"not every term has to be gentle and nice, sometimes we can just be straightforward",1,"neither are offensive but this one is better","i don't perceive them in any particular way this is a normal term","they probably live in constant fear of being deemed ""discriminatory"" and constantly walk on eggshells",3,NA,4,5,2,3,3,2,5,6,NA,NA,1,28,1,2,2,23,"the homeless",124
1,1,1,"I fear those in low income communities, single family homes or just those who do not have a consistent income face housing insecurity as one bill can make the difference if they still have a home","they seem to be like any other person they are trying to make a living or they are the opposite and preside to living on government dime.",4,5,4,3,2,4,2,5,4,4,4,4,3,3,2,3,2,3,20,20,60,4,3,2,"I think the stigma for homeless has always been bad, you never feel bad for those people because you are quick to judge them, you always think it is their own fault but you never know someones story",2,"Because it just seems like it is only temporary.","they cannnot help it, it is the term we have all heard we hear it in movies and read it in books I think before it wasn't an issue","They are trying, they are showing that they are educated and can be seen as someone who is trying to be better",2,NA,4,5,3,3,2,5,5,5,NA,NA,1,28,2,5,4,58,"people who experience housing insecurity",125
1,1,1,"Struggling, financially insecure and needing help.","They likely have struggling issues with financials and even the basics. Bills can be an issue and they likely need assistance from the government.",3,3,5,5,5,3,2,1,1,2,3,4,3,4,2,3,1,2,50,50,0,3,3,1,"I don't find it offensive and find it a neutral use of the language. It's less wordy and I feel like should be the standard.",2,"It's more politically correct and technically the least offensive way possible to say the term. Yet I don't find homeless offensive either, but it's less politically correct.","I think they can be either a good or bad person it depends on what follows after that is said and how they treat the persons struggling individually.","I think they are more likely to be liberal and more trying to be the least offensive they can be. it's not a negative it's just someone who is might overly care about being perceived as offensive, but it is the politically correct way.",2,NA,4,5,3,4,2,1,6,2,NA,1,NA,27,1,2,1,83,"people who experience housing insecurity",126
1,1,1,"Not financially secure. Lower income","Somewhat stressed about finances and probably always busy with work to maintain housing security",2,1,5,5,5,1,2,1,2,4,1,3,4,5,4,4,2,2,50,50,0,3,4,2,"I feel like its more realistic and less demeaning than the term ""the homeless"", people usually use it in such a derogatory manner.",2,"People associate homelessness with dirty, drug addicted people though that is frequently not the case. People attach negative connotations and social cues towards the term 'homelessness'","I feel like they are ignorant and do not realize that their terms are negative and lead to further negative stereotypes and harm.","I feel like they understand better how easy it is for someone to experience housing insecurity and how wrong it is to use the other term.",2,NA,6,9,3,5,3,2,7,7,NA,NA,1,21,2,3,3,75,"people who experience housing insecurity",127
1,1,1,"I feel bad for people who experience housing insecurity.","This is a person who is struggling and needs help.",4,4,4,4,4,4,2,4,4,2,4,5,2,4,2,2,1,2,34,33,33,5,1,1,"It's easier and shorter to say.",2,"It doesn't sound as offensive.","They are a normal person.","They seem pretentious. They try and use big words to seem smarter than they actually are.",2,NA,3,5,1,4,4,4,7,7,NA,NA,1,30,1,5,4,100,"people who experience housing insecurity",128
1,1,1,"People that are having bad luck.","They are a good person, just not in a good position.",2,3,4,4,4,3,2,2,3,3,4,5,3,2,2,2,2,2,25,35,40,4,3,1,"The other one is trying too much.",1,"Neither terms are offensive to me.","I don't feel any specific way towards them.","I think they are trying to be sensitive but its a bit too much",2,NA,4,3,2,4,2,3,7,7,NA,NA,1,32,1,3,3,25,"the homeless",129
1,1,1,"Unfortunate, tragic. unwell, bum","They are likely a bit dirty, and mentally unwell.",2,2,5,5,5,2,2,1,1,2,3,3,3,3,3,4,1,1,66,30,4,5,5,1,"The other one seems pedantic for no reason. It's trying to make someone feel better about ""fixing"" the name rather than the problem.",1,"Again, the other one is pedantic and completely unnecessary, solely to stroke the egos of activists who have no desire to solve a problem.","They are real as hell and don't get caught up minutia of the problem","A loser who has desire to solve a problem but only to stroke their own ego and get a moral high ground over others.",1,NA,6,5,2,4,4,3,6,7,NA,NA,1,25,1,5,3,100,"the homeless",130
1,1,1,"there are a variety of reasons people have housing insecurities.  People without a job, experiencing divorce, do not make enough money to afford the housing market., people wiht addiction  issues, mental illness.","Hard to describe because there is not one way they appear depending on the reason. I would say the most common would be stress and depression apparent on there faces.   Some could reflect then inability to take care of themselves and some are doing the best they can with resources around them.Thsy don't all dit in one box.",3,2,4,4,4,3,2,2,2,3,3,3,3,3,2,3,1,2,50,50,0,2,3,2,"Homeless seems to have more discrimination attached to it and more judgement. It should'nt because it is usually accurate. So using the other term may prevent immediate judgement and more empathy.",2,"I don't fime either offensive because they describe what the situation is.  It think it is just because how people recieve the discription that makes on less ""offensive""than the other","I percieve them as using a word to describe the situation that another person is in. It is not inherently offensive but depends on the attitude of the person saying it. You must see that person as and individual and well as those in thei situation","I percieve them as using a difrerent way to describe the situation. They could be using it to virtue signal, a cuurent way of describing it, or someone trying to be more empathtic.",2,NA,1,2,2,4,3,5,2,2,NA,NA,1,73,2,5,2,71,"people who experience housing insecurity",131
1,1,1,"Cold, veteran, mental illness, hungry, drug addict, sad, disconnected, no social support.","A man in layers of clothing, smelly, trying to keep warm and begging for food by the side of the road. He is probably not violent and appreciates any respectful human contact he gets.",3,2,4,4,4,4,2,2,2,2,3,4,3,3,2,3,1,2,25,60,15,4,4,1,"Because it is shorter and easier to remember. And now that I think about it, I've changed my mind but I can't go back in this survey. Even though ""housing insecure"" will end up being stigmatized and thus fall out of favor, I still like that it doesn't define the person by their housing status. So, in retrospect, I would have chosen differently.",2,"It doesn't define or make housing situation the basis of someone's identity.","I am OK with that term as well. My perception only changes if I sense judgement in the other person.","That they are trying to be woke and use current terminology. And also that they think about homelessness and the societal framework that helps to cause it.",2,NA,4,5,2,4,3,4,5,4,NA,1,NA,58,2,6,2,98,"the homeless",132
1,1,1,"People who were completely screwed over by the system and should ideally be receiving help since no one should be homeless.","I can't describe a person I do not know. Chances are they aren't very wealthy",1,1,1,1,3,3,2,3,3,3,2,1,3,3,3,3,2,3,0,0,100,5,5,1,"It's a lot more direct - no room for nuance if the situation doesn't call for it.",2,"Because it can be a temporary thing whereas homeless is pretty much a state","I don't perceive anything about them","I don't perceive anything about them except they may be more liberal oriented",2,NA,2,4,2,3,2,5,7,7,NA,NA,1,28,1,4,2,46,"people who experience housing insecurity",133
1,1,1,"I think of the mentally ill and the complete lack of a system to help rehabilitate a large portion of the homeless that are mentally ill and struggling with holding on to realtionships and jobs. Many have substance abuse issues to self medicate.","This person is scruffy, disheveled, unkempt, has dirty cloths. Often multiple layers of dirty clothes. Sometimes a shopping cart by their side holding their belongings. Sometimes they are begging. They look lost.",2,3,5,3,5,2,2,1,1,2,3,5,3,3,3,3,1,3,40,50,10,2,3,2,"The term ""homeless"" has been dragged through the mud politically for decades now, where I think it still holds a very negative connotation for certain people. Housing insecurity could be anyone at anytime of the working and middle class depending on financial problems that suddenly arise. The term insecurity is more of a thoughtful term because some people can't imagine being homeless but how secure are we really when a huge percentage of our homes are owned by banks.",2,"Homeless has political ties to the Reagan era Welfare Queen propaganda. Homeless has been dragged through the dirt, both politically and racially. For a lot of people, it ties in crime, prostitution, drugs, fear, mental instability and most of all, failure. Housing insecurity gives hope back to getting housing secured once again. It also garners more empathy since it is not as dragged through the mud as the term ""Homeless"".","Someone who sees in black and white. Once homeless, they are damned to the streets forever with little to no redeeming value to society. The kind that will do the soup kitchen once a year to get themselves into heaven or something like that. A person who sees themselves above the homeless.","Thoughtful, more understanding, someone who empathizes with people who are struggling with housing.",2,NA,4,4,3,5,4,2,7,7,1,NA,NA,48,1,5,3,33,"the homeless",134
1,1,1,"People that are unemployed or who are poor.","Person who is uneducated and has very few work skills.",4,5,2,4,5,2,2,1,1,4,3,5,2,4,1,4,1,1,40,50,10,5,4,2,"I feel homeless is derogatory and makes people feel less then human.",2,"It is self explanatory and more people can relate to it because most people at one time had problems paying their rent or mortgage.","Lack of respect for the homeless. It feels like they are insulting them.","Someone who wants to help the situation and understands their struggle.",2,NA,5,8,3,4,3,1,6,7,NA,1,NA,61,1,5,3,47,"people who experience housing insecurity",135
1,1,1,"unlucky, underfunded, slave wages","Strong, unlucky, impoverished, surviver",3,1,5,5,5,1,2,1,1,3,2,4,4,4,4,4,1,4,50,50,0,5,5,2,"because homeless is more finite, Housing insecurity is a broader term.",2,"Because it doesn't have the same stigma attached","i don't perceive them anyway in particular.","Someone younger and more knowledgeable of the newer terminology",2,NA,4,3,1,4,2,3,7,5,NA,1,NA,46,1,5,4,94,"people who experience housing insecurity",136
1,1,1,"I think of people who are struggling greatly and should not be in that situation.","This person is in need of help.",3,1,5,5,5,1,2,1,1,4,3,5,4,4,3,4,1,3,50,50,0,5,5,2,"It is a broader and slightly more descriptive term. Many homeless people have access to temporary housing, but nothing long-term.",2,"The term ""homeless"" has been around for long enough for it to become a stereotype that people learn about through television and movies.","I assume that they are an older person.","I assume that they are a younger person, social worker, or volunteer.",2,NA,4,4,1,4,3,2,7,7,NA,1,NA,45,1,3,1,73,"the homeless",137
1,1,1,"I associate people with housing insecurity that struggle to pay their mortgages and bills that let them keep their house thus leading to the possibility of their home being stripped away from them due to not fulfilling the responsibility to keep ownership of the house.","This person struggles with keeping ownership of their house and they struggle to keep up with bills and paying their mortgage and is very stressed due to the possibility of losing their home that they lived in for so long.",5,2,4,4,5,1,2,1,1,2,3,3,2,4,3,3,1,2,40,50,10,4,2,2,"It feels infinitely more harsh to call people homeless and seems rather insensitivity and has many more negative thought behind it. I believe people who experience housing insecurity is a much nicer term and calls to action to help said people get out from this experience to live better lives.",2,"It's less offensive due to not being negative about people struggling to secure a home and has less harsh judgement compared to calling someone homeless sounds like.","I perceive it to be very negative that they want nothing to do with said person and that they view them as failures to not living up to the standards of people who have a home.","I perceive it as someone struggling who needs help in life in order to get into a comfortable position and to attain housing security just like anyone else as everyone deserves a home and a place to belong.",2,NA,6,5,3,4,4,1,6,4,NA,NA,1,27,1,3,3,28,"people who experience housing insecurity",138
1,1,1,"Unfortunate individuals who have been dealt a bad hand at life. If given the chance, the homeless can be just as intelligent and hardworking as anyone else in the middle class.","Someone who is down on their luck. They are probably wearing only rags. They have some odor about them. They likely are desperate (or depressed).",1,2,5,4,5,1,2,1,1,2,3,5,3,5,3,4,1,1,80,20,0,5,2,1,"It is direct. I tend to dislike euphemisms. Housing insecurity is far more obscure and ambiguous.",2,"It is indirect fluff that is not as biting. Homeless can often be used as derogatory.","I see them as a normal person. They do not mean any harm. If anything, they may be trying to address the issue in some way.","They do not fully understand what they are talking about. They are probably very liberal, and have had little contact with the homeless in general.",3,NA,3,8,2,4,2,2,4,7,NA,NA,1,35,1,5,3,24,"the homeless",139
1,1,1,"Those who have no place to stay nor reside","No food torn clothes begs no house",1,1,2,4,5,1,2,1,1,2,4,3,2,3,3,3,1,2,50,30,20,4,3,2,"Shows a little bit if sympathy and compassion other than homeless",2,"Because at least it will show respect","I correct them and tell them that it is not right to use that word and again those called by this word find it offensive","That it is the right term to use that using this at least using it and they find it less offensive",2,NA,5,5,3,2,3,1,2,2,NA,1,NA,30,1,5,3,32,"the homeless",140
1,1,1,"The term ""the homeless"" evokes images of individuals living without stable shelter, often in urban areas, seeking refuge on streets, in shelters, or public spaces. Associations that come to mind include vulnerability, resilience, poverty, societal marginalization, and the struggle for basic necessities like food, warmth, and safety. It also brings to mind systemic challenges such as mental health issues, economic inequality, and housing crises.","
I imagine meeting a middle-aged man named John, wearing layered clothing to stay warm. He has a weathered face and tired eyes that reflect both hardship and resilience. John carries a backpack filled with his belongings and perhaps a blanket or sleeping bag. Despite his situation, he greets others with a polite nod, maintaining a sense of dignity. He might share that he once worked as a mechanic but lost his job and home due to unforeseen circumstances, such as a medical emergency.",2,2,2,3,4,3,2,2,2,2,3,1,3,3,3,3,3,4,50,50,0,4,4,2,"the term ""The homeless"" has a very bad stigma to it.",2,"because of what homeless people are always described as or expected to look like","i have no issues with such person","i have no qualms with such person",3,NA,5,4,2,4,4,3,2,2,NA,NA,1,21,2,6,4,73,"the homeless",141
1,1,1,"They are people who do not have a support system and have been lost in the system with no one to help them.","They are someone who had several unlucky events happen in their life and they were unable to regroup from it.",3,2,4,4,4,2,2,1,1,2,3,4,4,4,3,5,2,2,50,25,25,5,5,1,"It's a term that everyone knows what it means and it makes easier to start a conversation with it.",1,"I think they are both the same level of offensive.  People who are homeless do not care that is what they are called.","I think they are just trying to help everyone understand what they are talking about and they are good people.","I think they are trying to be politically correct and dance around what they are truly trying to say.",3,NA,2,3,2,4,2,5,5,4,NA,NA,1,44,2,6,4,37,"the homeless",142
1,1,1,"The homeless are people who through unfortunate circumstances have ended up without a permanent place to stay. Immediate associations that come to mind are poor, struggling, in crisis.","The person may be wearing dirty clothes or be unwashed depending on whether or not they are able to access showers or laundromats. They have long hair, a beard if they are a man.",1,2,5,4,5,3,2,1,1,2,3,4,3,4,3,3,1,2,50,40,10,4,4,2,"'The homeless' seems slightly dehumanizing, though I would rather speak to someone who is homeless to see which they prefer.",2,"It seems less dehumanizing.","I wouldnt necessarily view them as any different than most people, its a common term.","I would perceive them as soemone who is involved in social justice spaces.",3,NA,6,8,3,4,5,5,7,7,NA,NA,1,26,3,6,4,72,"the homeless",143
1,1,1,"people who need assistance and are not able to be certain of their living situation","I cannot describe them beyond someone experiencing housing insecurity because anyone could experience this.",3,1,5,5,5,1,2,1,1,1,1,4,5,5,5,5,4,4,34,33,33,3,2,2,"It describes the situation better",2,"I'm not sure. Saying that means that saying the term ""homeless""  has negative connotations, which implies that the person who is homeless is somehow bad which is not true.","I don't perceive them in any way.","I don't perceive them in any way.",3,NA,4,8,3,3,4,3,7,6,NA,NA,1,38,2,5,3,48,"people who experience housing insecurity",144
1,1,1,"Anyone can experience housing insecurity.","This time of year, this person is cold, typically hungry, probably depressed and anxious, likely not showered.",2,2,5,5,5,1,2,1,1,3,3,3,4,4,3,5,1,2,80,20,0,5,5,2,"I prefer that term because it is less judgmental. Homeless has turned into a slur.",2,"""The Homeless"" has become a slur.","This person is either well-intentioned and not well-read, or they are speaking derogatorily about the unhoused.","This person is likely compassionate and either doing something to help change the system, or willing to.",2,NA,6,8,3,5,5,2,7,7,NA,1,NA,50,2,4,3,72,"people who experience housing insecurity",145
1,1,1,"Unfortunate people who have to endure lots of hardship and indignity.","I would see if there is any way I could be helpful to the person.",2,3,4,3,5,2,2,2,2,3,4,5,3,3,3,3,1,2,50,50,0,2,2,2,"It seems less insulting to the group in question.",2,"It shows that it is just a situation and not necessarily a defining characteristic.","I wouldn't have any specific thoughts on them - it is probably just familiar to them.","I would think they were trying to be sensitive to the group's feelings.",2,NA,7,8,3,3,3,3,7,7,NA,NA,1,56,2,5,4,72,"the homeless",146
1,1,1,"Folk who have fallen on hard times and lack secure shelter. They may or may not have employment and may or may not have mental, physical, or substance abuse issues.","Down on his luck. His clothing is dirty as is he. He's wearing multiple layers to protect from the cold.",2,3,5,4,5,2,2,1,1,2,3,3,3,3,3,4,1,1,34,33,33,5,3,2,"I feel the term ""homeless"" has a stigma connected to it.",2,"Homeless has a stigma attached to it.","The homeless is a common parlance, so I wouldn't look down on the person for using the term, but it would depend instead on how it was used.","I perceive someone using the term ""people who experience housing insecurity"" as someone who wants to insure accuracy in the subject they're talking about.",2,NA,5,5,3,5,4,2,7,7,NA,NA,1,45,1,3,1,100,"the homeless",147
1,1,1,"It is very unfair that we live in a world where people do not have homes. There is too much wealth for this to be a problem.","This is a person who is down on their luck in life",1,1,5,5,5,1,2,1,1,2,3,1,4,4,4,4,1,4,25,50,25,4,5,2,"People who currently do not have stable housing.",2,"It humanizes the people in this condition.","Very pretentious people., people whom lack understanding of the statement.","More realistic, a more human outlook on these peoples circumstances.",2,NA,6,8,3,3,3,4,7,7,1,1,NA,21,2,3,2,87,"the homeless",148
1,1,1,"It makes me think of people below the poverty line that struggle to make ends meet. When someone's in a situation like that, any unexpected expenses can completely devastate a person or family's finances. Other examples might be people who live in areas that lack clean water or are more prone to natural disasters.","The person I'm imagining is a single mother with two kids. She works as much as possible but suffers from depression which makes everything a struggle.",2,2,4,4,5,2,2,1,3,2,1,5,3,4,3,3,2,1,50,25,25,5,3,1,"It's not ambiguous, it's familiar... I suppose some might consider it slanderous at this point in time, but it's accurate, which I feel is important for understanding the actual situation that these people are in. ""Housing insecurity"" makes it sound like a person ""sometimes"" has a home, and that's not accurate for a large amount of homeless people.",2,"It's obviously a newer term and sounds a lot more friendly than ""the homeless."" The term ""homeless"" has been around for a very long time, and therefore carries with it a lot of negative connotations that don't apply to a lot of people in that situation. However, as I stated, I think it's important to face the facts and not shy away by using confusing language that implies that they're not homeless.","I wouldn't think anything of it. Unless it's used negatively, it's accurate and aids in understanding. Nearly any label can be used negatively, that doesn't mean that we shouldn't speak clearly. There is a danger in being ambiguous when dealing with serious issues like homelessness.","I would imagine they are probably a little more educated or informed than I am, as everyone I know would use the term, ""the homeless."" I might think they're involved in programs that aid the homeless, or perhaps they're a politician, someone who needs to be careful about what they say.",3,NA,5,5,3,4,3,2,6,6,NA,1,NA,45,1,2,1,0,"people who experience housing insecurity",149
1,1,1,"Gross, dirty, stinky, drugs, lazy, mental illness","They are high on drugs and smell bad",4,5,3,1,2,5,2,4,5,3,4,5,2,2,2,2,1,2,0,50,50,3,3,1,"I think it calls is like it is",2,"It softens the terminology to something less negative","I perceive them as being a realist","I perceive them as a woke liberal",2,NA,1,2,1,4,4,3,1,1,NA,NA,1,34,1,5,4,49,"the homeless",150
1,1,1,"I think about low income families often living either in mobile homes or in dangerous areas of town who are barely making ends meet.","This person looks sad and stressed. I also imagine them to have old clothes on.",3,2,5,5,5,3,2,2,3,4,1,4,4,4,2,4,1,2,50,40,10,5,4,1,"I think it depends on who we are referring to . ""Homeless"" in my mind means someone who does not have a house. ""House insecure"" means someone who is barely able to keep their home. If referring to unhoused people though, homeless is quicker to say than ""people who experience house insecurity"", which is why it is my preference.",2,"""Homeless"" has a bad reputation and calling them ""people"" who experience housing insecurity seems more humanizing.","I think they are probably just someone who is not up to date on what is more socially acceptable to say.","I think they may be someone who overthinks the wording they use in order not to offend anyone. They are walking on eggshells in a sense.",2,NA,3,4,2,5,5,5,2,2,1,1,NA,23,2,5,2,23,"people who experience housing insecurity",151
1,1,1,"I think of the individuals that are living on the street and don't have a place to call home.  They seem to wander during the day and panhandle to make ends meet.","It is a person who is shabbily dressed and sometimes walks the street and a lot of times has a dog with him.",3,4,4,3,4,2,2,2,3,4,4,5,2,2,3,2,4,1,45,45,10,3,2,2,"It seems a bit more human than being homeless.  When I hear homeless I think of the people wandering the streets and panhandling at the intersection.",2,"It is a definition that makes me think that the person may have a temporary place of residence and that they are working or looking for employment.","I think that they are using the term that most of us use to describe a person living on the streets.","I think that person doesn't seem to have a grasp on the real problem of homelessness.",3,NA,2,3,1,3,3,4,2,1,NA,1,NA,69,1,3,3,60,"people who experience housing insecurity",152
1,1,1,"The homeless need help. No one deserves to live on the streets. I understand that when it comes to helping them a lot of them need mental assistance. I associate the homeless with needy.","This person would be a normal person. Perhaps unkept. Homeless people vary in personality. This person would be in need of help.",3,2,4,5,5,1,2,1,1,2,4,1,5,3,3,3,1,5,34,33,33,5,1,1,"It's the most commonly used and known term. I don't feel as if it's derogatory unless it's made to be.",1,"I feel like the term housing insecurity shines a brighter light on the situation thus being more offensive. There's nothing wrong with the term homeless. I've been homeless and had no issue describing myself as such.","I perceive them as a person I don't know much about. It's hard to discern anything about them without context.","I perceive this person as someone who really tries to serve and uplift the community.",3,NA,6,9,2,5,3,1,4,4,1,NA,NA,37,1,3,2,100,"the homeless",153
1,4,1,"An individual without a shelter or place to stay.","Sleep deprived, usually underweight and looks pale.",2,1,5,4,4,2,2,1,1,2,4,5,3,3,3,4,2,2,40,30,30,5,4,2,"Individuals actively looking for shelter or a place to stay.",2,"This is because the term can imply that the ""homeless"" are indeed and doing everything in their power to get a place to stay.","someone who judges people based on their looks .","someone who is warmhearted and avoids instantly judging people.",2,NA,7,5,3,4,3,3,7,7,NA,NA,1,34,2,6,4,24,"the homeless",154
1,1,1,"A group of people who, for one reason or another, are transient and do not call one place home. Commonly associated with drug/alcohol addiction.","A person who spends their days and nights sleeping in shelters or in the streets. Disheveled, hungry, mentally unwell.",4,4,4,4,4,3,2,3,2,4,4,5,4,3,3,3,2,3,25,25,50,4,2,1,"""People experiencing housing insecurity"" seems to be a ridiculously long term to explain someone who is lacking a place to call home",2,"This term sounds like an exaggerated way of describing someone who is homeless. Though I am unsure of how the term ""homeless"" would offend someone, I'm sure it still would.","Someone who uses the term ""the homeless"" is seemingly using normal language and terminology in my opinion.","I perceive someone who uses the term ""people who experience housing insecurity"" to be excessively sensitive to the feelings of certain groups. This person is also easily offended and potentially combative to those with opposing opinions.",1,NA,2,5,1,3,2,4,3,3,NA,NA,1,30,2,3,4,94,"the homeless",155
1,1,1,"The first thing that comes to mind is ""mentally ill and the addicted"". I have personally been on the streets in my lifetime, and the vast majority of homesless people are ones who fell through the cracks of society for one reason or another.","A little scraggly looking with multiple layers of clothes on and usually a good size backpack or bag for their posessions. Eyes with a glazed look that don't really see you when they look.",2,2,5,5,5,2,2,1,1,1,3,2,3,3,3,4,1,2,50,25,25,5,5,1,"It is succinct and to the point as well as colloquially used.",1,"""people who experience housing insecurity""... If im expected to say this when interacting with the less fortunate, I would end up stepping on a lot of toes trying to keep it in mind. I find that stumbling over labels is more offensive than getting it wrong and being corrected.","I would view this person as the average if we are referring to citizens of the USA","This would come across as arroghant and condecending to me.",3,NA,3,4,2,4,2,1,6,5,1,1,NA,41,1,5,3,38,"the homeless",156
1,1,4,"homeless people or people who may lose their home","poor, hungry, lack of variety of clothing, unhygienic",4,3,4,3,5,4,2,4,4,4,3,2,2,2,2,2,1,1,30,30,40,3,1,1,"i already know it and am used to saying it way more than people with housing insecurity which is also more of a mouthful",2,"i don't really think either of them are offensive but if I had to choose, this one just sounds like it's meant to sound nicer. I think one-word names for certain people sound more offensive in general","i feel completely neutral towards them","maybe someone who likes to use more words than necessary to sound smarter",3,NA,4,3,2,5,4,4,3,2,NA,1,NA,28,2,2,1,82,"people who experience housing insecurity",157
1,1,1,"When I hear the term ""people who experience housing insecurity,"" I think of individuals or families who lack stable, safe, or adequate housing. They might be facing financial struggles, displacement, or an uncertain living situation, constantly worrying about where they'll sleep next. These individuals may also experience the emotional toll of instability, such as stress, anxiety, or marginalization from society. Housing insecurity can be associated with economic hardship, job loss, and systemic","If I were to meet someone who experiences housing insecurity, I might picture them as someone navigating multiple challenges in life. They could be someone struggling with financial difficulties, perhaps due to job loss, low wages, or rising living costs. This person might move between temporary shelters, staying with friends or family, or even sleeping in their car.",1,1,3,4,4,2,2,1,1,5,3,3,3,2,2,3,1,2,33,33,34,4,4,2,"I prefer the term ""people who experience housing insecurity"" because it emphasizes the person first, recognizing their humanity and framing housing instability as a condition they are facing rather than a defining characteristic, which helps avoid stigmatization or labeling.",2,"""People who experience housing insecurity"" is less offensive because it focuses on the temporary situation they are facing rather than labeling them as ""homeless"" or ""insecure,"" which can carry negative stereotypes and dehumanize individuals by defining them by their circumstances.","When someone uses the term ""the homeless"" to describe a person or group, it can feel reductive, as it labels individuals by their housing status rather than recognizing them as full, complex people with diverse experiences and identities.","When someone uses the term ""people who experience housing insecurity,"" it shows a more empathetic and respectful approach, acknowledging the temporary and situational nature of their struggle while emphasizing their humanity beyond their housing status.",2,NA,5,3,2,5,5,1,4,4,NA,NA,1,24,1,5,3,80,"people who experience housing insecurity",159
1,1,1,"When I think about people who experience housing insecurity, it could be an individual who has been unemployed for a long time, or someone who just lost a job.  In addition, the person could be completely homeless.  Another time of person who might have housing insecurity is a person who just graduated college and previously lived in a dorm.   I would also think about a single parent who might have just received a rent increase, which she is unable to pay.","I would assume the person just received a rent increase, which she or he cannot afford.",2,2,4,4,4,2,2,3,2,4,4,4,2,2,1,3,1,1,25,25,50,5,3,2,"I think saying people who have housing insecurity is a polite way of saying homeless.",2,"I believe saying people have housing insecurity is more polite than saying that they are homeless.","I believe the person using the term homeless is just saying what he or she believes is correct.","A person who using the term, ""people who experience housing insecurity is very liberal, and does not want to offend anyone.",3,NA,4,8,3,4,5,3,2,2,NA,NA,1,70,2,5,4,46,"people who experience housing insecurity",160
1,1,1,"i feel empathy for them but do worry about crime and addiction issues","they are sad and probably have some kind of mental issue",1,4,5,5,5,4,2,1,5,4,4,4,1,2,1,2,1,1,30,40,30,5,2,1,"it's easier to understand and doesn't comply to woke terminology",1,"because it's more straightforward and to the point","i perceive of that person as not caring about politically correct terminology","i perceive them as a liberal and probably oversensitive",3,NA,2,8,3,4,5,5,6,6,NA,NA,1,34,2,5,1,72,"people who experience housing insecurity",161
1,1,1,"A homeless person is often dirty, cold, and hungry. A wide variety of circumstances got them to where they are today. Helping them is part of being a kind person, but may not be very effective in the long term.","This person has poor hygiene and is cold and hungry. They might have some addictions or mental illness. Surviving day by day is their primary goal.",4,4,4,2,5,3,2,1,1,4,4,1,2,3,2,3,1,1,100,0,0,5,4,1,"For one, it's shorter to say. Two, housing security sounds like a PC way of saying things that is not necessary.",1,"What it seems like to me is that someone thought homeless was a bad word and so they created a PC way of saying it, which actually has the opposite effect in my mind and stigmatizes the whole problem.","I have never ever perceived anything different about a person who uses the term ""homeless.""","In the effort to be non-offensive, they have to use five words instead of one, which makes me think less of them.",3,NA,2,3,2,4,4,5,2,1,NA,NA,1,47,2,5,5,72,"the homeless",162
1,1,1,"People who have no shelter and live on the streets","The person has no home to live perhaps lives on the street",3,3,3,3,3,2,2,3,3,3,1,3,2,2,3,3,3,3,20,70,10,3,3,2,"It sounds more pleasant and not insultive as some might take it to be",2,"It sounds more pleasant and doesn't make anyone feel offended","respectful, kind and a very learned","I feel good because calling someone a homeless is so offensive",2,NA,5,4,3,3,3,3,4,5,NA,NA,1,26,1,5,1,59,"the homeless",163
1,1,1,"drugs, dirty needles, feces, not accepting help, tents, stolen bicycles","Most of the homeless near me are drug abusers who dont want to accept help or to get clean.",3,5,2,4,2,5,2,5,4,4,4,5,1,1,1,1,1,1,0,50,50,5,4,1,"its such a HUGE issue right now all over the US & im more familiar with that term",1,"the other term requires too much over thought","I would perceive them normally for using the term homeless because it is a normal & widely accepted term.","People who use that term are probably extremely liberal.",1,NA,4,5,2,3,3,2,3,2,NA,NA,1,41,2,5,4,36,"the homeless",164
