StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,native,primary,early_language,consent,Prolific_ID,general_1,general_2,stigma_resp_1,stigma_dist_1,stigma_resp_2,stigma_dist_2,stigma_dist_3,stigma_danger,check,stertyp_cmptition_1,stertyp_cmptition_2,concept_1,concept_2,concept_3,stertyp_comp_1,stertyp_warm_1,stertyp_status_1,stertyp_warm_2,stertyp_status_2,stertyp_comp_2,donate_1,donate_2,donate_3,familiar_1,familiar_2,like,like_fr,offens,offens_fr,impression_1,impression_2,impression_3,impression_3_4_TEXT,control_like,control_often,control_preference,empathy_1,empathy_2,empathy_3,political_social,political_econ,experience_1,experience_2,experience_3,demo_age,demo_gender,demo_education,demo_income,comment,PROLIFIC_PID,Q_BallotBoxStuffing,Q_RecaptchaScore,Q_RelevantIDDuplicate,Q_RelevantIDDuplicateScore,Q_RelevantIDFraudScore,not_pc_label,pc_label,SliderOverlapValue,label
2024-12-10 14:50:49,2024-12-10 14:59:19,0,71.123.51.167,100,509,1,2024-12-10 14:59:19,R_1JyHWIg9woDPr2g,,,,,40.3118,-75.3252,anonymous,EN,1,1,1,1,668413919a74e2d4d90ce80f,"No fixed address - perhaps living on the street, in a car or in other people's homes.  ","This person moves around from place to place, carries all their possessions with them, and take the opportunities to eat, sleep, bathe and stay when and where they can.  ",4,3,4,2,5,3,2,3,3,4,4,3,3,2,2,3,1,2,0,0,100,3,3,1,"In this day and age with home prices/rents skyrocketing, MOST of us could feel like we have ""housing insecurity"".  ",1,"The ""housing insecurity"" term feels like it was invented to be politically correct.","I don't perceive them in any certain way simply due to using that term, as it's the term I would use.","Probably someone who is socially active (or perceive themself to be, though may not actively do anything about it). ",3,,2,3,2,3,2,3,2,2,,,1,55,2,5,2,,668413919a74e2d4d90ce80f,,,,,,the homeless,people who experience housing insecurity,61,the homeless
2024-12-10 14:54:23,2024-12-10 14:59:28,0,100.34.10.173,100,305,1,2024-12-10 14:59:29,R_1mA4qaYfbpCmTER,,,,,39.6327,-75.6998,anonymous,EN,1,1,1,1,67273f4171f43599635eb133,"unfortunate, stuck in their situation, no way out","depressed, rattled, shell of themself",2,4,4,2,4,3,2,1,1,1,4,5,1,3,1,2,1,1,30,60,10,5,5,2,it bettter depicts their situation as homeless is vague,2,it isnt as insulting and feels like it provides some understanding or reasoning behind it,"no different than others, most people dont realize it can be insulting","same as people who say homeless, as that doesnt make them better people than the rest",2,,6,8,3,4,4,4,6,6,,,1,26,1,5,3,,67273f4171f43599635eb133,,,,,,the homeless,people who experience housing insecurity,71,the homeless
2024-12-10 14:50:21,2024-12-10 14:59:55,0,73.201.111.191,100,574,1,2024-12-10 14:59:56,R_7xDA0SuSqs4mZkl,,,,,38.7776,-75.3099,anonymous,EN,1,1,1,1,64fb3be137d2bd2bdfab8ba6,People who rent are the first to experience housing insecurity.,This person has not saved enough to buy and earns only enough to rent.,3,4,5,3,5,1,2,2,1,2,1,5,3,3,3,3,2,2,0,50,50,4,4,2,This term humanizes a person.,2,"Homeless is often equated with hopeless. ",Someone who uses the term the homeless is generalizing about the special needs of the mentally ill community that is not housed in an institution.,A person who is experiencing housing insecurity has one foot in the gutter and one foot out and is making an effort to stay out.,2,,4,5,3,3,3,3,5,5,,,1,74,1,5,2,,64fb3be137d2bd2bdfab8ba6,,,,,,the homeless,people who experience housing insecurity,32,people who experience housing insecurity
2024-12-10 14:49:21,2024-12-10 15:00:02,0,50.82.136.136,100,640,1,2024-12-10 15:00:02,R_5SJlFW7lOkB75Kt,,,,,36.3285,-76.1719,anonymous,EN,1,1,1,1,58462977d2be990001174ae3,"people who experience housing insecurity are usually considered to have issues with unemployment. They might have mental illness as well as physical disabilities that put them at a disadvantage. They might have lost all of their possessions and have no resources, or people to help them het housed.","This person is using a bike for transportation, and they have a lot of belongings on them at any given time. They have a tarp or some other fabric to keep them dry in rain, and they often sit outside a business and collect donations from passers-by.",1,1,5,5,5,1,2,1,2,4,3,1,3,4,3,4,1,2,65,20,15,5,5,2,I think it is more respectful and is not as harsh as the other term.,2,I think it has more room for interpretation and as such is a more nuanced term and description.,"I do not judge them in the way they refer to homeless people, it is a matter of personal preference.",I feel that they might understand the nuances of what causes homelessness a bit more that if they used the other term,2,,3,5,3,3,4,3,7,5,,,1,57,1,5,2,"I didn't notice any errors or typos and had no issues at all, thank you!",58462977d2be990001174ae3,,,,,,the homeless,people who experience housing insecurity,77,people who experience housing insecurity
2024-12-10 14:53:32,2024-12-10 15:00:03,0,35.151.172.133,100,390,1,2024-12-10 15:00:03,R_3nezdkMSTgsNhDC,,,,,33.8941,-87.1666,anonymous,EN,1,1,1,1,66b123d3c5b7eea8d9120bde,People that experience housing insecurity are usually low income or have no income.,They likely do not have clean clothes or hair and may be hungry.,2,3,4,3,4,3,2,2,2,2,3,3,2,2,2,2,1,1,35,35,30,2,2,1,It is shorter therefore quicker to say.,2,It was probably created to help people feel less stigmatized.,I do not really think of them in anything other than a neutral way.,They are probably a very cautious and considerate individual.,2,,4,4,2,3,2,3,6,6,,,1,28,2,3,2,I do not.,66b123d3c5b7eea8d9120bde,,,,,,the homeless,people who experience housing insecurity,48,people who experience housing insecurity
2024-12-10 14:51:16,2024-12-10 15:00:52,0,96.242.189.206,100,575,1,2024-12-10 15:00:53,R_3chkGIsZuaOqEWF,,,,,40.2149,-74.0104,anonymous,EN,1,1,1,1,672298d38faba7cd4fdf3679,People that are struggling or trying to overcome a hard time. Someone who has been laid off or struggling to find a job.,Someone who seems tired and uneasy. Someone who looks a little dirty but is always trying to find work or resources. Someone who asks people for help or money at times.,2,1,4,5,5,1,2,1,1,4,3,2,4,5,4,5,1,3,40,40,20,5,5,2,I believe it lessens the blow for this particular group of people. It leaves the meaning more ambiguous and allows the person some privacy in regards to their actual state of living.,2,I believe it allows for more privacy and widens the scope of people. Not everyone experiencing housing insecurity is homeless.,I would see them as blunt or uneducated. This person has little to no regard for people's feelings if they believe the person is beneath them.,I think this person is more sensitive to social needs. I think this person is more understanding and more educated.,3,,5,8,3,4,4,5,6,6,1,1,,24,2,5,3,,672298d38faba7cd4fdf3679,,,,,,the homeless,people who experience housing insecurity,42,people who experience housing insecurity
2024-12-10 14:56:21,2024-12-10 15:01:08,0,107.132.241.235,100,286,1,2024-12-10 15:01:08,R_6AgLaPoTqGe4DTz,,,,,36.2134,-86.7311,anonymous,EN,1,1,1,1,66d1ce0afb3bac7960f79690,"I think of somebody who lives on the streets. Someone who is very poor and likely struggling with addiction, mental issues, or both.",I think they would be a little dirty and have an addiction problem.,3,3,3,4,4,4,2,3,2,4,4,1,2,2,2,2,1,2,50,50,0,5,4,1,It is shorter and to the point,2,Because it has a long explanation trying to avoid using the word homeless which some people may find offensive,I perceive them as normal,I find them as trying too hard,3,,2,2,1,4,4,2,1,1,,1,,23,1,3,4,,66d1ce0afb3bac7960f79690,,,,,,the homeless,people who experience housing insecurity,27,the homeless
2024-12-10 14:35:11,2024-12-10 15:01:16,0,108.81.101.87,100,1564,1,2024-12-10 15:01:17,R_7tEkkJWJUsPyIuY,,,,,28.4538,-81.4674,anonymous,EN,1,1,1,1,6660f49d0e4ea1b1aa324bf1,"Folks that have hit hard times for varies reasons, Some within in their own control and some not within their control.  Helping Associations:  Salvation Army and Help For The Homeless ","A person without a rood over their head, could be lacking in food and clothing. Living in the streets or at a shelter ",2,2,4,5,5,1,2,1,1,4,3,1,4,4,4,4,3,3,70,10,20,4,3,1,"Homeless relates to those that do not have the means for a residence of their own. Housing Insecurity is more towards folks that have a residence but are facing challenges related to the residence   ",1,"It represents exactly what they are facing and nothing to be ashamed about for falling on hard times ","Acknowledging just what folks are living through / facing in their lives  ","I do not see a relation between the two, each stands for different things ",1,,3,2,1,5,4,3,3,3,,1,,64,2,2,1,,6660f49d0e4ea1b1aa324bf1,,,,,,the homeless,people who experience housing insecurity,1,the homeless
2024-12-10 14:49:21,2024-12-10 15:01:33,0,195.252.220.192,100,732,1,2024-12-10 15:01:34,R_3GxjyBdRZHfrofn,,,,,40.4201,-86.897,anonymous,EN,1,1,1,1,5a5aa9dcac5624000153e6f6,People who have experiencing hard times,This is someone having a hard time and going through stuff,3,1,3,4,1,1,2,1,3,4,3,3,4,4,3,3,1,2,35,35,30,4,3,2,It sounds less unfortunate,2,"It sounds more like its a temporary thing rather then permanant ","I don't have any perceptions. ",I don't have any perceptions,2,,4,5,2,4,3,3,1,1,,,1,39,2,2,3,,5a5aa9dcac5624000153e6f6,,,,,,the homeless,people who experience housing insecurity,73,people who experience housing insecurity
2024-12-10 14:55:54,2024-12-10 15:01:56,0,98.97.12.111,100,361,1,2024-12-10 15:01:56,R_6dKZ75DyqRxAcNU,,,,,41.8874,-87.6318,anonymous,EN,1,1,1,1,61700ceea50b32716181325c,"It saddens me to se some of the homeless, but others it doesn't. Having seen multiple people who are homeless sitting outside with their children who are playing on their phones or could be going to the library to look for work can be somewhat upsetting.","They don't look dirty, they are holding a sign asking for help or prayers",4,1,5,4,5,1,2,1,1,2,3,5,4,3,3,4,3,2,50,50,0,4,4,1,"Sometimes it's not a matter of home insecurity, sometimes it's a matter of financial instability. ",1,It doesn't make them sound like they can't find housing,They are describing what they are seeing and are a normal person.,They sound like they are a bit more stuck up and are more unwilling to help,3,,6,8,3,4,4,5,7,7,1,,,25,2,2,1,,61700ceea50b32716181325c,,,,,,the homeless,people who experience housing insecurity,83,the homeless
2024-12-10 15:01:26,2024-12-10 15:02:08,0,107.115.171.75,100,41,1,2024-12-10 15:02:08,R_51XktnLMQaouquq,,,,,32.6587,-97.1617,anonymous,EN,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66aa85dfa453aa698141fe25,,,,,,,,,
2024-12-10 14:51:04,2024-12-10 15:02:08,0,75.173.72.229,100,664,1,2024-12-10 15:02:09,R_5KQPnF1UGcaGUTf,,,,,30.695,-92.2697,anonymous,EN,1,1,1,1,650ba232969148996aaa66c9,"I picture women with children, the first I pictured was hurricane related ( I live in Louisiana) . I also picture young people who are on drugs.","Her name is Cara and she has three children from two different fathers. Cara is raising the kids alone. She is 21, she dates thugs.",4,4,4,5,4,4,2,2,4,4,3,4,2,2,1,2,1,2,15,40,45,5,1,1,"it's more convenient, I already know it.",2,"Homeless has HUGE negative stigma to it, it's basically the lowest rung of society. In fact, homeless are talked about as if they're a category outside of people- not part of society. ""People who experience housing insecurity"" Is nothing they're a person. ",I think they're normal because people who don't have homes are called homeless.,"I think they would be sensitive, and liberal and I'm liberal myself so I wouldn't mind them. ",2,,3,4,1,3,2,4,7,5,1,1,,29,2,2,2,,650ba232969148996aaa66c9,,,,,,the homeless,people who experience housing insecurity,83,people who experience housing insecurity
2024-12-10 14:53:04,2024-12-10 15:02:09,0,206.127.191.33,100,544,1,2024-12-10 15:02:09,R_3E6356R8KS3t41Y,,,,,42.0514,-93.6908,anonymous,EN,1,1,1,1,63d0293ea72094f49357ebe6,the are people without a permanent residence.,"they could look and act like anyone, there is no set look/behavior for someone homeless.",3,3,5,5,5,3,2,1,1,3,3,4,4,5,3,4,1,3,40,40,20,5,3,1,it sounds severe like the problem.,1,it doesn't sugarcoat what it is,as a normal person I guess?,as someone trying to make it seem not as serious,3,,4,8,2,4,3,1,7,7,1,1,,41,1,3,1,none,63d0293ea72094f49357ebe6,,,,,,the homeless,people who experience housing insecurity,92,the homeless
2024-12-10 14:46:15,2024-12-10 15:02:14,0,99.183.215.134,100,958,1,2024-12-10 15:02:14,R_5QK5JHVuLPLsyQj,,,,,38.3648,-90.3577,anonymous,EN,1,1,1,1,64d91e8194411a7a62506acc,I think that people who experience housing insecurity are worried about where they will be able to live and if they will have enough money to afford a place to live.,The person is trying to make it but doesn't have enough money to pay for everything that they need. They want to be able to provide for themselves.,3,1,3,5,5,1,2,1,3,4,3,3,3,5,2,4,1,2,34,33,33,5,2,1,It's shorter to say and describes the situation that the people are in better.,1,"I don't think using the term homeless is offensive. It describes a situation that a person is in. A person with housing insecurity is offensive to me, because it makes it seem that the person is bad and that we have to almost whisper in a way about them.",I don't think anything about a person who uses the term homeless.,"I think a person who uses the term ""people who experience housing insecurity"" thinks that people without a home are somewhat lower than themselves.",1,,4,4,2,3,3,2,3,2,,1,,52,2,5,4,,64d91e8194411a7a62506acc,,,,,,the homeless,people who experience housing insecurity,48,people who experience housing insecurity
2024-12-10 14:52:22,2024-12-10 15:02:21,0,206.248.70.105,100,598,1,2024-12-10 15:02:21,R_6dUeZVIaMdIQorD,,,,,18.2043,-67.1381,anonymous,EN,1,1,1,1,66946e3054a30a2bf5b1be40,"I think of people that have taken bad decisions in life, not looking ahead to their future, or people who are unlucky in life","this person is very unkempt, worries a lot, never rests.",4,4,4,3,5,3,2,1,1,4,3,3,3,3,2,2,2,2,0,100,0,2,2,1,"it's just what im used to, what ive heard all of my life.",2,"it sounds a bit more delicate, and there's a bit less stigma associated to that term","a normal person, it's just a normal word and certain people are not more likely to use the term than others ",somebody that really does not want to offend anyone.,3,,2,2,1,4,3,3,5,5,,,1,20,2,5,3,,66946e3054a30a2bf5b1be40,,,,,,the homeless,people who experience housing insecurity,69,people who experience housing insecurity
2024-12-10 14:51:07,2024-12-10 15:02:24,0,23.240.149.142,100,677,1,2024-12-10 15:02:25,R_3Qu6em8uvvhSmTk,,,,,34.2827,-118.8875,anonymous,EN,1,4,1,1,66328ce540c3fb0ae0fddc6a,"People who are experiencing tremendous difficulties with stability, finances, jobs, mental health, and housing.  Substance abuse also seems to be a concurrent theme.","This person has lived a difficult life.  There has probably been a traumatic event or family shift that pushed them into financial hardship. They likely haven't been in a secure enough place to get a job, develop a community, seek proper health care, and likely are experiencing depression or dependence issues.",3,4,4,4,5,3,2,3,3,4,3,4,3,3,3,3,1,3,50,50,0,2,3,1,Suggesting that people are experiencing housing insecurity indicates that they have housing and it's insecure.  Homeless people don't typically have an abode to BE insecure about.,2,"It's a nicer way of saying homeless; but, it's not a more accurate way.","I don't have any judgment or misgivings about people using that term.  Sometimes, the most concise term is the better term.","I think they're trying too hard.  Someone living in a van might not be considered homeless and someone who is about to lose their home might be considered ""housing insecure""; but, homeless presents the picture as it is.",3,,5,5,3,3,4,3,6,6,1,,,49,2,6,4,,66328ce540c3fb0ae0fddc6a,,,,,,the homeless,people who experience housing insecurity,47,the homeless
2024-12-10 14:53:27,2024-12-10 15:02:28,0,129.24.157.185,100,540,1,2024-12-10 15:02:29,R_1O6oT5uHdrUNCUh,,,,,35.0416,-106.6693,anonymous,EN,1,1,1,1,66465afcd7be26227a70ea74,"People who have been systematically disenfranchised by capitalistic and social forces. ","I can't describe this person because I know nothing about them. Being homeless does not provide any information about them. ",1,3,5,4,5,2,2,1,1,2,3,4,3,3,3,3,3,3,34,33,33,4,4,2,"It's person first. Using ""the homeless"" creates a monolithic category when in reality there are infinite difference between people and situations",2,I just explained that in my last answer,"It's hard to tell. They could be using it with a derogatory subtext, or they could just be unaware of the alternatives",They've received some sort of education on person first language,2,,4,8,3,3,3,3,6,6,,1,,36,2,6,3,,66465afcd7be26227a70ea74,,,,,,the homeless,people who experience housing insecurity,61,the homeless
2024-12-10 14:53:00,2024-12-10 15:02:35,0,76.34.106.147,100,574,1,2024-12-10 15:02:36,R_1OrHxNxqDHFThdy,,,,,41.0413,-83.6461,anonymous,EN,1,1,1,1,6332517a492e9ac48804f991,People who may live in a crime invested area.,Low income. May actually living on street,2,2,2,3,4,2,2,2,2,4,3,3,3,2,2,2,1,1,40,30,30,4,3,2,"When you hear the word homeless, it puts a stereotype on all home less people.",2,"Much better then homeless. Helps people feel better then calling them homeless. ",Someone who may not know the exact reason why someone is homeless.,Someone who understands what people who are homeless are going through.,2,,2,2,2,3,3,2,6,6,,,1,67,1,3,2,,6332517a492e9ac48804f991,,,,,,the homeless,people who experience housing insecurity,62,people who experience housing insecurity
2024-12-10 14:50:13,2024-12-10 15:02:42,0,50.86.76.246,100,748,1,2024-12-10 15:02:42,R_7QrnN0hID7kbqx1,,,,,32.3895,-89.9562,anonymous,EN,1,1,1,1,663aa2e05fce0a3f19211ddf,"Individuals who are down on their luck and have no place to go. 
They are often times hungry, cold, or incredibly hot.
They need shelter. ","Likely someone who is only carrying what they can, often times in a backpack or trash bag. Possibly wearing ragged clothes, long hair, dirty nails. unless they are able to shower and live in a shelter. ",2,1,5,5,5,2,2,1,3,3,3,5,4,3,3,3,2,3,30,40,30,4,3,2,"I think it is just a nicer way of saying the same thing without making them feel worse then they already do. ",2,"I feel as though this terminology is nicer sounding and doesn't hold as much of a negative connotation as someone who is homeless ","I don't feel one way or the other about them. It depends on the context of the conversation. ","They are more caring  and care a little more about these individuals. ",3,,6,5,3,4,5,1,6,5,,,1,30,2,5,3,,663aa2e05fce0a3f19211ddf,,,,,,the homeless,people who experience housing insecurity,23,the homeless
2024-12-10 14:45:39,2024-12-10 15:02:47,0,166.196.75.136,100,1028,1,2024-12-10 15:02:48,R_1tDyv1BsMFectJa,,,,,34.1004,-118.2946,anonymous,EN,1,1,1,1,667196e97423e7565c192fb8,The Irritant Home Owners Association,Uppity ad way to concerned with other peoples lives ad livelihoods.,2,3,3,4,3,3,2,2,3,1,3,4,2,4,2,1,1,1,30,40,30,5,1,1,It is unambiguous and  is an already established name for that lot.,1,More truthful than offensive.,Honest without compunctions,Too much unnecessary sensitivity,1,,4,5,2,3,3,2,3,5,,,1,33,1,5,3,No comment,667196e97423e7565c192fb8,,,,,,the homeless,people who experience housing insecurity,84,people who experience housing insecurity
2024-12-10 14:50:35,2024-12-10 15:02:53,0,64.83.180.125,100,737,1,2024-12-10 15:02:53,R_7DAyn2cZgHQ11CQ,,,,,43.2814,-83.5297,anonymous,EN,1,1,1,1,662bfda7bb2d2c60655f3c40,"low income, people who are struggling with addiction, ","they could be undereducated, dirty or old clothing",2,1,5,4,5,1,2,2,2,4,4,4,2,3,2,3,1,1,60,20,20,5,4,2,It makes it sound more temporary,2,Homeless sounds degrading and makes people image someone who is dirty and/or with mental health issues,"I don't think negatively of them, that is the only term I knew of before today",it makes them sound like there is a solution to the problem,2,,2,2,2,4,4,3,3,3,,,1,57,2,4,2,,662bfda7bb2d2c60655f3c40,,,,,,the homeless,people who experience housing insecurity,72,people who experience housing insecurity
2024-12-10 14:37:32,2024-12-10 15:02:55,0,96.240.23.106,100,1522,1,2024-12-10 15:02:56,R_1mcwcIGyXNiuUbT,,,,,40.7337,-74.1939,anonymous,EN,1,1,1,1,5d09895e65eb3400189cc207,Humans without a residence or mailing address. Individuals that are not fortunate enough to have one of life's most basic human rights.,"This person is just like me. They are a person that has hopes and dreams and emotions. This person works hard and has skills that are very useful but due to some unfortunate occurrence they are without a home. ",1,1,5,5,5,4,2,1,1,3,3,5,5,5,4,5,1,1,50,50,0,5,5,2,it is a better more humanizing term,2,this term is more of a humanizing term and less offensive as even some of us with a home can relate to the term,"rude and dismissive though some just dont have the language to use a better term ","they have more of an understanding ",3,,4,4,3,5,3,2,7,7,1,1,,39,2,3,2,no,5d09895e65eb3400189cc207,,,,,,the homeless,people who experience housing insecurity,49,the homeless
2024-12-10 14:49:36,2024-12-10 15:03:03,0,23.251.9.120,100,807,1,2024-12-10 15:03:04,R_67ys1nqtObGn46I,,,,,38.3749,-88.0657,anonymous,EN,1,1,1,1,650b165cc7166c1d62c704e4,"Off the top of my head, I am unable to think of a specific association that helps people in this situation. Sorry.",Most likely a normal person who has experienced a temporary set back or job loss.,3,2,4,4,4,2,2,2,1,4,3,2,3,3,3,3,2,2,33,34,33,3,2,1,Homeless is far more precise and accurate term for the situation.,1,The term homeless is more accurate and isn't trying to obscure or hide the actual meaning of the phrase.,I perceive them as being more truthful and more upfront.,They are trying to hide what is really happening by using a phrase that obscures the truth of the situation.,1,,1,3,2,4,3,2,6,6,,,1,56,1,3,1,,650b165cc7166c1d62c704e4,,,,,,the homeless,people who experience housing insecurity,65,people who experience housing insecurity
2024-12-10 14:58:38,2024-12-10 15:03:04,0,74.80.146.149,100,266,1,2024-12-10 15:03:05,R_3xp1pfz5zVKMJGN,,,,,37.751,-97.822,anonymous,EN,1,1,1,1,67087d6aa71b4d34bb7bf4ed,They are people who sleep at anywhere they can get to,this person does not have a place to lay at,5,4,5,5,5,4,2,4,4,5,1,5,5,4,5,5,4,5,40,30,30,5,5,2,They need people to grant them security to feel safe,1,They need a place they can call a home,They need a place to call a home,They need people to tell them the house is good,2,,7,9,2,5,4,5,7,7,,1,,47,2,5,4,,67087d6aa71b4d34bb7bf4ed,,,,,,the homeless,people who experience housing insecurity,75,the homeless
2024-12-10 14:53:24,2024-12-10 15:03:05,0,71.36.100.162,100,581,1,2024-12-10 15:03:06,R_1PqS2FUBqFb0ZoZ,,,,,45.5645,-122.6447,anonymous,EN,1,1,1,1,673975b28e34e02e399ae0b8,I think that people facing house insecurity have often been delt a bad hand in life.,"They could look like anyone, I don't think there's one look to them.",2,1,4,5,5,1,2,1,1,2,2,5,4,5,4,5,2,3,25,50,25,5,4,2,"I think the term homelessness has stigma surrounding it, And is often used as an insult with harmful intent. ",2,"It is more cautious in its wording, Homeless is often used as a term to hurt people.","I often see people in my city using this term to complain, So I associate the term ""the homeless"" in a negative way. ",I think this person has more care in their wording. They might have an actual interest in this topic.,3,,6,8,2,4,5,4,7,7,1,1,,19,2,2,4,,673975b28e34e02e399ae0b8,,,,,,the homeless,people who experience housing insecurity,24,people who experience housing insecurity
2024-12-10 14:50:36,2024-12-10 15:03:25,0,75.151.109.137,100,768,1,2024-12-10 15:03:25,R_5Ow2AGn9ZTQf6Td,,,,,47.3012,-122.2066,anonymous,EN,1,1,1,1,5f9fdfd04296cb0102563f84,I think of people that are nearly homeless or approaching homelessness.,"Someone who is thrifty, wearing worn out clothing, they don't appear to have showered that day.",3,3,4,4,5,3,2,1,4,4,3,4,3,3,2,2,1,2,25,5,70,5,3,1,Experiencing housing insecurity is misleading if it means homeless. Insecurities make me think of something you feel worries about. Housing insecurity would mean you have housing but are feeling insecure about it. Homeless means without a place to live.,2,The term homeless has a lot of derogatory and stereotypical baggage attached to it.,"Depending on how they are using the term, if they're speaking in ways such as ""They (homeless) never try to help themselves"" for example, then I think they're not being sympathetic or understanding.",Someone who uses the term housing insecurity sounds like they're trying to be politically correct or like they're avoiding the word homeless.,3,,2,3,2,4,3,3,7,7,1,,,35,1,3,1,,5f9fdfd04296cb0102563f84,,,,,,the homeless,people who experience housing insecurity,48,people who experience housing insecurity
2024-12-10 14:54:52,2024-12-10 15:03:34,0,73.186.33.116,100,521,1,2024-12-10 15:03:35,R_5UW1idVIsvDWz5W,,,,,42.2904,-71.0712,anonymous,EN,1,1,1,1,6711b28847a20cf7e673127d,I am frustrated that there aren't more shelters and ways to help homeless people get housing.,"Older person, not fully clean, lots of layers of clothes",1,2,5,5,5,2,2,1,1,2,3,3,4,4,2,4,1,5,47,43,10,4,3,1,"I feel like housing insecurity is much broader and includes ""the homeless"" but also people with erratic housing, fluctuating housing that aren't just not having a home",2,"Because it is people first language, it acknowledges that this is something happening to someone and not a constant state of a person",I don't look down on them because the use of this phrase is very situation dependent,They are trying to be inclusive,3,,4,8,3,3,4,5,7,7,,,1,23,2,5,3,,6711b28847a20cf7e673127d,,,,,,the homeless,people who experience housing insecurity,37,the homeless
2024-12-10 14:51:09,2024-12-10 15:03:47,0,99.24.218.253,100,757,1,2024-12-10 15:03:48,R_7rwhLwDFPmongdL,,,,,35.2916,-80.8201,anonymous,EN,1,1,1,1,666cad20b467bfec0cc373a9,"I feel sad for those people, I think it's unfortunate that they're in a situation where they don't have a stable place to live, especially if it's someone who's young.","They're down on their luck, they didn't intentionally end up in this situation. Perhaps they lost their job, or were kicked out of their place of residence unexpectedly and weren't able to find somewhere else that they could afford.",1,1,1,5,5,1,2,1,1,2,3,2,4,4,3,3,1,1,45,15,40,4,4,2,"It sounds less permanent and doesn't sound like a label. ""The Homeless"" almost sounds like a physical condition, which just rubs me the wrong way.",2,"It doesn't sounds like you're labeling them and putting them all under one umbrella term as a group of people. ",I think most people are just ignorant as to how that could be unsensitive to someone experiencing homelessness. Many people still have many stereotypes for people experiencing homelessness and don't understand that there are many different perspectives and reasons for them having difficulty finding reliable housing.,"I would appreciate that person and their viewpoints, as it shows that they understand the nuances of homelessness in general and how it's not the individual's fault in most cases that they're experiencing homelessness.",2,,5,8,3,4,2,3,7,4,,1,,29,2,2,3,"Thank you for the opportunity! ",666cad20b467bfec0cc373a9,,,,,,the homeless,people who experience housing insecurity,48,people who experience housing insecurity
2024-12-10 14:55:36,2024-12-10 15:03:51,0,73.149.47.214,100,494,1,2024-12-10 15:03:51,R_5e2nyG5ndQ87QjA,,,,,41.5538,-73.063,anonymous,EN,1,1,1,1,62e2b8add7bff03a91d78162,"People who might be underemployed, people who would benefit from additional welfare programs, and section 8 housing application forms. ","They could be anyone; that is, they could be any gender, any age, any race, etc. They could have come from any sort of financial background, and may or may not have a good support system in place. ",1,1,5,5,5,1,2,1,1,1,2,5,5,5,5,5,3,3,50,20,30,5,5,2,"It gives these people back the dignity that many want to take away from them. A lot of people see those without consistent housing as less than human, and don't really care what happens to them so long as they don't have to deal with it (the term 'NIMBY' or 'Not In My Backyard' comes to mind.) We need to remember that these people are just that, people, down on their luck and in need of help. ",2,"It's less offensive because it reminds everyone that those who are homeless/have inconsistent housing access are still humans who deserve help and safety. ","Someone who is ignorant to any other terms they could use for those who experience housing insecurity, or who purposefully chooses to use that term to show their lack of care for those in need of housing help. Further conversation is necessary to determine which of the two one might actually be. ","Someone who is aware of the dehumanization of those who experience housing insecurity, and who seeks to try and maintain the dignity and humanity of those people during discussions about them. ",2,,7,8,3,4,3,3,7,7,,1,,31,1,5,2,,62e2b8add7bff03a91d78162,,,,,,the homeless,people who experience housing insecurity,100,people who experience housing insecurity
2024-12-10 14:47:18,2024-12-10 15:03:58,0,107.180.171.225,100,1000,1,2024-12-10 15:03:59,R_3gWyXiPj31H2wOR,,,,,37.751,-97.822,anonymous,EN,1,1,1,1,67305d3ce01ff7a29658bb3f,the homeless refer to people that sleep outside or do not have a home as a result of unsatisfying factors. Factors are mainly drug addiction and people also facing bad parenting causing them to sleep on the streets.,"this person is on dirty clothes sitting beside a restaurant or bar begging for change to get something to eat, and also that person probably is into abusing drugs",2,2,4,4,4,4,2,4,3,2,4,2,1,3,3,3,1,2,40,40,20,4,3,2,"because whenever i hear the homeless i don't think good, and this phrase sound more friendly and kind to use",2,because i think it rather describes a situation than a person,"well it is a common term used by the average person , even myself so i wouldn't want to judge anyone that use it",well they seem a bit conscious of what they are trying to address,2,,5,5,2,4,3,4,3,2,1,1,,22,2,5,3,,67305d3ce01ff7a29658bb3f,,,,,,the homeless,people who experience housing insecurity,44,the homeless
2024-12-10 14:57:54,2024-12-10 15:04:06,0,207.72.49.74,100,371,1,2024-12-10 15:04:07,R_3QFxsnydZWl8maZ,,,,,41.8143,-85.4398,anonymous,EN,1,1,1,1,659d45dc6c58e90d809a6414,I think homeless refers to people that do not have a dwelling to live in. This includes people living on the streets or in cars.,"I would think they are dirty, don't have a shower, don't have food to eat, and no way to eat a home cooked meal.",2,3,3,2,3,3,2,2,2,2,3,3,3,3,3,3,2,3,30,60,10,4,3,1,"I think it means the same thing to everyone. ""Housing insecurity"" could mean different things. There could be different levels to it.",2,"I think ""homeless"" could be offensive. Not to me, but to others.",I don't have a positive or negative perception of them.,I think they are kind and inclusive,3,,4,4,2,3,4,3,3,4,,1,,29,2,5,2,,659d45dc6c58e90d809a6414,,,,,,the homeless,people who experience housing insecurity,69,the homeless
